Run,Event,pt1,eta1,phi1,Q1,dxy1,iso1,pt2,eta2,phi2,Q2,dxy2,iso2
165617,80814088,81.3901,-1.1655,1.3595,1,-0.0663,0.0000,22.0194,0.5552,-0.0677,-1,0.0469,0.0000
165617,80818144,34.2790,1.2381,-1.1371,-1,0.0845,0.0000,45.1914,0.1623,1.8904,1,-0.0835,0.3051
165617,81817491,23.6326,-1.9336,-0.4595,-1,0.0614,0.0000,27.3545,0.4130,2.3186,1,-0.0811,0.0000
165617,81858428,39.9829,0.8042,-2.9504,1,-0.0217,0.0000,42.5688,0.6654,0.1841,-1,0.0242,1.0553
165617,81017783,58.9180,0.7111,0.9210,1,-0.0345,0.0000,53.6104,0.6871,2.8178,-1,-0.0587,0.0000
165617,81105567,48.8868,1.5734,-2.3172,1,0.0246,0.0000,38.8108,1.0965,0.5660,-1,-0.0070,0.1742
165617,83356555,49.3025,-1.1748,-0.2495,1,0.0491,0.0000,34.8365,-0.2075,-2.9445,-1,-0.0153,0.0000
165617,83438756,36.2727,1.4845,1.3117,1,-0.0659,0.0000,30.6754,-0.1940,-2.1675,-1,0.0419,0.0000
165617,82030579,84.6196,-2.3201,-2.9572,-1,-0.0227,0.0000,15.6229,-0.9427,-0.3584,1,0.0598,0.0000
165617,83323926,61.7409,-2.1412,0.3689,1,0.0089,1.0880,10.8448,-0.7902,-2.0158,-1,0.0445,17.8875
165617,82529512,41.6540,-1.7726,1.2091,1,-0.0581,0.4957,39.5703,-0.7119,-1.9611,-1,0.0549,0.2920
165617,82580550,15.7847,-1.5813,2.1951,1,-0.0839,0.3245,18.1249,0.8681,-0.8883,-1,0.0800,0.0000
165617,82861696,41.6524,-0.9542,0.6904,-1,-0.0256,0.0000,22.6828,0.8670,-1.7093,1,0.0721,0.0000
165617,83069616,44.9154,1.4732,-0.6188,-1,0.0715,3.2446,48.6061,1.2043,2.5375,1,-0.0712,0.7295
165617,82592490,43.9286,1.7747,0.9734,1,-0.0448,0.0000,32.0299,0.4733,-2.1014,-1,0.0482,0.0000
165617,84766319,59.1255,1.6363,-0.3257,-1,0.0614,0.5320,21.9183,-0.4106,-1.2651,1,0.0855,0.0000
165617,83730922,63.0593,-1.5633,1.0758,1,-0.0494,0.0000,56.4820,-0.9739,2.6782,-1,-0.0686,0.0000
165617,84304930,32.7390,0.1207,-1.1684,1,0.0840,0.2804,32.7540,-0.1711,1.6827,-1,-0.0805,0.9107
165617,84489925,51.6741,0.7518,-0.6655,-1,0.0763,0.4012,40.3531,-0.4204,1.2477,1,-0.0600,0.4783
165617,84881310,31.7875,1.1639,-0.0460,1,0.0365,0.0000,34.8394,-0.1291,-2.9827,-1,-0.0225,0.6904
165617,84080976,32.6255,-1.7999,0.3398,-1,0.0077,0.0000,39.4220,-0.3815,-2.4958,1,0.0179,0.0000
165617,83748650,42.5759,0.4798,-2.5628,-1,0.0140,0.0000,38.7566,-0.5115,0.6245,1,-0.0171,1.7507
165617,83876138,29.1209,-2.0181,-2.0978,-1,0.0478,0.0000,120.6410,-1.8090,-0.2785,1,0.0549,0.0000
165617,85319780,36.0943,-1.6669,-2.6043,1,0.0085,0.0000,27.8715,0.1505,0.3677,-1,0.0092,0.0000
165617,86156442,32.0138,-0.0029,-1.5285,1,0.0762,0.0000,44.6946,-0.3678,1.7034,-1,-0.0815,0.0000
165617,86514419,59.8320,1.1593,1.8901,-1,-0.0849,0.0000,30.5846,0.6339,-1.4664,1,0.0788,5.4727
165617,86482956,32.6965,1.3190,0.4754,-1,-0.0050,25.6485,14.5100,-0.9239,-1.8144,1,0.0695,4.5744
165617,86959904,42.0644,0.0819,-2.3477,-1,0.0301,0.0000,54.7752,0.1442,1.2543,1,-0.0631,0.0000
165617,86734124,45.0781,1.1524,0.2215,1,0.0202,0.0000,40.9356,0.5303,-2.9463,-1,-0.0244,0.0000
165617,87266364,40.5605,1.3431,2.2560,-1,-0.0852,0.0000,47.1140,0.7967,-0.8792,1,0.0834,0.7407
165617,87430095,39.9836,-0.5771,-1.3639,1,0.0821,0.0000,59.3003,-0.5099,1.7928,-1,-0.0836,0.0000
165617,87200730,43.7539,-1.2458,-2.5078,1,0.0152,1.0382,61.5651,-0.4065,1.9644,-1,-0.0848,0.0000
165617,86803130,32.2769,-1.9182,-1.2599,-1,0.0837,0.0000,14.8962,0.7296,2.2193,1,-0.0832,0.0000
165617,88746292,27.9459,-1.5931,-0.6393,1,0.0808,0.0000,37.2085,0.0773,2.5587,-1,-0.0773,0.0000
165617,88312602,25.0752,1.8605,-2.8072,1,-0.0090,0.0000,25.3106,-0.5334,0.4086,-1,0.0036,0.0000
165617,87823648,36.5611,-1.2230,0.6535,-1,-0.0132,0.0000,38.1160,0.0974,-2.5694,1,0.0070,0.0000
165617,89046271,21.3686,-1.2970,-1.1835,-1,0.0853,0.0000,31.9750,0.9147,1.5169,1,-0.0774,0.0000
165617,88187556,36.5928,1.4624,2.4236,-1,-0.0744,0.0000,31.2746,-0.1915,-0.7245,1,0.0738,0.4427
165617,88552415,39.3006,-2.0133,-0.3711,1,0.0621,0.6926,50.9141,-2.3957,2.8134,-1,-0.0560,0.0000
165617,89033346,35.6053,1.8483,2.2206,-1,-0.0804,0.0000,36.0986,0.3986,-0.5283,1,0.0667,0.0000
165617,90042419,35.6125,0.9689,-0.4584,1,0.0634,0.0000,37.2996,-0.3855,2.4329,-1,-0.0777,0.0000
165617,90471730,23.4601,-1.3200,-2.6267,-1,0.0028,0.0000,19.6337,1.4721,0.2959,1,0.0152,0.0000
165617,89580278,28.7069,-1.4328,2.0254,-1,-0.0866,0.0000,26.0690,0.7239,-0.9149,1,0.0820,0.0000
165617,90802483,42.2101,1.9207,-0.1652,-1,0.0475,0.0000,34.4621,0.7000,-3.1174,1,-0.0334,0.0000
165617,89350404,15.5846,-1.7143,-1.1753,-1,0.0826,0.8905,13.8210,1.9399,2.0820,1,-0.0912,0.7835
165617,89814942,48.5624,-0.3833,-0.6040,1,0.0751,0.0000,44.1083,-0.4022,2.4935,-1,-0.0727,0.0000
165617,90816981,33.8361,1.0598,-1.2220,-1,0.0802,0.0000,30.9095,-0.6762,2.3340,1,-0.0781,0.0000
165617,89724685,41.9413,-0.5151,-0.6108,1,0.0738,0.0000,36.7067,0.6067,2.1982,-1,-0.0816,0.0000
165617,89987026,38.8432,1.4200,0.9858,-1,-0.0413,0.9489,35.6460,0.0458,-2.6780,1,-0.0007,0.0000
165617,91429092,52.3447,-1.2389,-0.9633,-1,0.0872,2.4130,48.3122,-0.7149,1.1990,1,-0.0489,0.0000
165617,91929604,8.1357,-1.8947,-0.3497,-1,0.0583,0.0000,60.0878,0.9611,-1.5800,1,0.0790,0.0000
165617,91419180,38.3471,1.3066,-2.5247,1,0.0123,0.0000,44.8858,0.9575,0.4959,-1,-0.0035,0.3039
165617,91196287,45.3059,-0.7688,-3.0214,1,-0.0355,0.7002,50.5555,-0.8052,0.1431,-1,0.0298,0.0000
165617,91763863,47.7305,-1.2624,-1.9436,-1,0.0537,0.0000,46.5166,-0.6355,0.5434,1,-0.0065,0.0000
165617,92737422,25.3668,-1.1538,1.2840,-1,-0.0607,0.4446,26.3059,0.9715,-1.8946,1,0.0611,0.3458
165617,92729755,46.6664,0.9094,-1.5333,1,0.0742,0.0000,37.4955,-0.0271,1.7512,-1,-0.0779,0.0000
165617,93156819,34.8994,-1.4434,1.2897,-1,-0.0669,0.0000,25.5916,0.3427,-1.9876,1,0.0588,7.5312
165617,93760539,38.2069,0.9851,1.6467,-1,-0.0784,0.0000,39.9192,0.0550,-1.5295,1,0.0759,0.0000
165617,93768230,33.0067,-0.3054,3.1159,1,-0.0406,0.0000,61.9454,0.6153,-1.0797,-1,0.0818,0.0000
165617,93050505,46.9089,0.9482,-2.1000,1,0.0480,0.0000,42.8589,1.1935,0.9537,-1,-0.0399,0.0000
165617,93671923,43.1575,1.3293,-2.4476,1,0.0210,0.0000,22.0818,-0.6554,0.1437,-1,0.0294,0.0000
165617,92940453,40.6143,-0.9177,3.0226,-1,-0.0511,0.0000,42.5745,0.0071,-0.0055,1,0.0420,0.6848
165617,93600173,41.9256,1.2138,-2.3805,1,0.0242,0.0000,41.2893,0.3010,0.7987,-1,-0.0291,0.0000
165617,92765609,34.2647,-0.4602,-2.5193,1,0.0187,3.2487,25.8470,-0.8883,0.9501,-1,-0.0438,1.4353
165617,93253617,36.0513,1.0662,1.2528,1,-0.0627,0.0000,41.5931,0.0845,-1.6963,-1,0.0710,0.0000
165617,94738065,26.4800,1.6225,-2.7765,1,-0.0090,0.0000,34.7637,-0.0593,0.5178,-1,-0.0039,0.0000
165617,94212340,14.9992,1.6421,2.4363,-1,-0.3397,0.0000,22.7487,-0.7225,-0.2626,-1,0.0581,2.3225
165617,94656901,25.5787,1.7420,1.9505,-1,-0.0857,0.0000,24.1082,-0.7415,-1.0302,1,0.0854,0.3715
165617,94715502,41.5837,2.0553,-1.0719,-1,0.0845,0.0000,70.9622,1.8537,1.0010,1,-0.0463,0.4063
165617,94638567,49.4547,0.7123,-2.2269,-1,0.0383,0.0000,41.9698,0.4811,1.3376,1,-0.0645,0.0000
165617,95149152,43.0961,1.4237,-1.7286,-1,0.0713,0.0000,38.6182,0.4330,1.3661,1,-0.0709,0.0000
165617,96566514,32.8763,-1.5623,-2.8227,1,-0.0099,0.0000,33.7571,-0.1826,0.7557,-1,-0.0248,0.7406
165617,96056910,92.9454,-1.6854,1.6524,-1,-0.0830,0.0000,29.2070,-1.9036,-0.4757,1,0.0690,1.0872
165617,96232427,25.6282,1.8462,0.6380,-1,-0.0124,0.5340,23.4517,-0.5985,-2.9607,1,-0.0266,0.5347
165617,95850788,38.3330,1.0508,-0.8146,1,0.0823,0.4462,44.4123,-0.0509,2.1617,-1,-0.0819,0.0000
165617,96617300,37.1573,-1.7403,2.9087,1,-0.0585,1.6824,54.5414,-1.6891,-0.1108,-1,0.0444,0.0000
165617,96698180,39.1483,0.4241,-1.6172,-1,0.0779,0.0000,49.1125,0.7397,1.5880,1,-0.0783,0.0000
165617,96045076,33.4153,-1.7807,1.0306,-1,-0.0458,0.0000,82.9607,-1.3567,-0.7167,1,0.0772,0.0000
165617,96323396,27.9080,-2.1511,1.5452,-1,-0.0769,0.0000,27.6733,-0.2891,-1.6566,1,0.0755,0.0000
165617,96059264,43.1225,-0.7980,-2.5018,-1,0.0140,0.0000,45.5645,-0.6205,0.6761,1,-0.0185,0.0000
165617,96321008,33.2446,-1.2519,-1.6730,-1,0.0707,0.0000,42.6258,0.0550,1.8435,1,-0.0852,3.0399
165617,95440807,36.1148,-1.1211,-1.8563,-1,0.0640,0.0000,43.5828,0.0350,1.7662,1,-0.0845,0.0000
165617,96436455,35.1782,-2.3181,1.7555,-1,-0.0702,0.0000,29.4679,-0.5868,-1.1392,1,0.0814,0.0000
165617,96554567,51.1019,1.6880,1.6171,-1,-0.0816,0.0000,37.3050,1.2113,-1.5780,1,0.0796,0.0000
165617,96375401,21.9996,1.1763,2.1764,1,-0.0834,184.7280,33.9558,0.0720,-0.9118,1,0.0808,112.7960
165617,96836865,29.8159,0.8402,1.0473,1,-0.0503,0.0000,32.3524,-0.9042,-1.8496,-1,0.0606,0.2546
165617,98345399,35.2359,0.4791,0.4618,1,-0.0045,0.0000,38.5104,-0.8680,-2.8136,-1,-0.0080,0.0000
165617,98368497,49.4611,-1.5537,2.5412,1,-0.0714,0.0000,45.9870,-1.6636,-0.6139,-1,0.0696,0.6732
165617,97423613,46.2401,-0.9386,1.3236,-1,-0.0627,1.6968,44.4654,-0.4428,-1.7638,1,0.0664,0.0000
165617,98160843,42.5204,-2.0986,-2.2788,-1,0.0301,0.0000,44.9592,-1.7319,0.7649,1,-0.0227,0.0000
165617,97535456,32.5772,-2.1807,-1.4519,-1,0.0823,1.0611,33.9377,-0.5832,1.6849,1,-0.0780,0.0000
165617,97682592,38.5366,-1.2049,-0.1088,-1,0.0453,0.0000,39.2787,-0.2111,3.0173,1,-0.0478,0.0000
165617,98786378,45.4068,1.4561,-1.3479,1,0.0844,0.4105,45.2303,1.4819,1.6920,-1,-0.0805,0.0000
165617,99100282,21.6905,-1.3259,-2.8956,-1,-0.0213,0.0000,35.8183,0.9245,-0.2852,1,0.0593,0.0000
165617,98915571,38.9443,0.6206,-1.1335,1,0.0859,0.0000,32.6874,-0.7369,1.8989,-1,-0.0843,0.0000
165617,99088195,55.6163,-0.7245,0.5001,-1,-0.0045,0.0000,44.0490,-0.8822,-1.5337,1,0.0794,0.0000
165617,99362523,45.3637,1.7602,-2.4985,1,0.0133,0.0000,17.7054,-0.2892,0.4067,-1,0.0048,0.0000
165617,98835374,47.6006,1.1782,-1.2245,-1,0.0833,0.0000,42.4231,0.6064,2.0747,1,-0.0845,0.0000
165617,98981261,25.9362,0.4539,-2.9190,1,-0.0201,42.2536,112.9250,0.5143,0.3625,-1,0.0017,0.0000
165617,98552684,14.4195,-1.8658,-1.7693,-1,0.0703,2.8339,21.0152,0.9044,2.2258,1,-0.0804,12.8103
165617,99738655,39.9846,0.2576,-2.9984,-1,-0.0229,0.3608,51.6401,0.6613,0.0496,1,0.0317,0.0000
165617,99262600,28.8542,1.1316,2.4136,1,-0.0813,0.0000,34.5039,-0.8344,-0.6303,-1,0.0754,0.7939
165617,99919088,26.1085,-2.2403,-1.4186,1,0.0821,0.0000,25.3955,0.1545,1.5664,-1,-0.0754,0.2941
165617,100343842,39.6557,-0.9417,0.1098,1,0.0310,0.0000,47.5102,-0.2847,-3.0525,-1,-0.0345,0.3632
165617,100192742,37.7222,1.7410,-1.5010,1,0.0823,0.0000,47.9873,1.0154,1.5073,-1,-0.0762,0.7778
165617,100684230,37.9346,-1.3207,-1.2825,1,0.0873,2.2510,49.0202,-1.1374,2.0993,-1,-0.0857,0.7972
165617,100443703,30.0434,1.3648,0.2518,1,-0.0095,5.8094,17.7950,-0.4009,2.7071,-1,-0.0652,40.9454
165617,101079775,55.7271,0.4607,-2.8803,1,-0.0197,0.0000,39.1462,0.6966,0.6704,-1,-0.0189,0.5131
165617,100482497,45.0570,0.5305,-1.0804,1,0.0838,0.0000,38.9442,-0.2202,1.9541,-1,-0.0841,0.0000
165617,100560809,33.5341,2.0671,2.3196,-1,-0.0837,0.0000,31.4574,0.2787,-0.7599,1,0.0797,0.0000
165617,102020658,18.2426,-2.0130,3.1079,-1,-0.0473,0.0000,122.4680,-1.6389,-0.0133,1,0.0403,0.0000
165617,102334642,32.9528,1.8475,2.6545,1,-0.0690,0.0000,50.7468,0.7942,0.0433,-1,0.0318,0.0000
165617,102600278,20.9394,-1.5708,-0.1924,1,0.0952,2.4189,15.1553,1.1890,3.1185,-1,-0.0574,6.4745
165617,101897006,39.4802,-1.2297,0.4091,1,-0.0077,0.0000,44.7287,-0.5745,3.1085,-1,-0.0422,1.0710
165617,101644357,49.2486,0.6114,-1.5655,-1,0.0792,0.7918,38.4765,-0.0179,1.7176,1,-0.0838,0.0000
165617,102646252,46.5182,1.2037,0.4751,-1,-0.0042,2.2608,42.3848,0.8151,-2.7473,1,-0.0037,0.0000
165617,104110755,42.3563,0.9176,0.1422,-1,0.0259,0.0000,45.7810,0.5336,-2.5604,1,0.0129,0.0000
165617,104292105,55.2780,-2.0104,-1.5093,1,0.0796,0.0000,48.8353,-1.5683,2.8062,-1,-0.0596,0.0000
165617,103550320,40.4691,-1.1551,1.9970,1,-0.0870,0.0000,36.4243,0.0052,-1.2021,-1,0.0859,0.0000
165617,103081484,32.8100,-1.2836,0.0722,-1,0.0345,1.2246,40.7871,0.1867,2.6370,1,-0.0714,0.0000
165617,104554775,47.1956,1.0212,-0.9206,1,0.0819,1.4624,45.3242,1.0215,2.3234,-1,-0.0820,1.3361
165617,103393052,46.3998,-1.8170,-0.2079,-1,0.0513,0.0000,39.4256,-1.2915,2.9941,1,-0.0519,0.0000
165617,104396825,44.1544,-2.0495,-2.1581,1,0.0408,0.0000,41.9237,-2.0328,0.8027,-1,-0.0270,0.0000
165617,105526787,48.8665,-1.2892,-3.0891,-1,-0.0349,0.0000,43.2565,-1.2705,-0.2059,1,0.0524,0.0000
165617,105598819,43.2665,1.1003,-1.0339,1,0.0913,0.5385,38.2270,0.0019,2.0283,-1,-0.0886,0.0000
165617,105963293,38.4614,-1.3909,-2.5776,1,0.0116,0.3847,42.5556,-0.3096,0.4601,-1,-0.0008,0.1748
165617,106101193,11.3423,-1.5964,0.4731,1,-0.0059,0.2778,20.4478,1.9467,-2.8029,-1,-0.0135,0.0000
165617,105056667,15.0778,-1.4587,-0.6655,1,0.0751,0.0000,23.2368,1.6773,2.4100,-1,-0.0781,1.2039
165617,104730772,36.2004,1.4893,0.4355,-1,0.0026,1.3959,11.9339,-0.6476,-2.1759,-1,0.0349,2.5531
165617,104615069,54.8364,-0.1301,-1.9401,1,0.0572,0.0000,35.4694,0.3792,0.6161,-1,-0.0147,0.0000
165617,105963981,23.9423,-1.5330,-0.0015,1,0.0408,0.0000,22.7571,1.0739,-3.1264,-1,-0.0352,0.0000
165617,104581588,29.1701,1.3261,-1.1026,1,0.0839,0.0000,41.8293,-0.4539,0.8842,-1,-0.0375,0.0000
165617,105125692,18.4976,1.6387,-2.7241,1,-0.0141,14.1498,44.5816,-0.6579,0.6855,-1,-0.0180,0.0000
165617,106969475,34.7025,-0.3884,-1.6060,-1,0.0709,0.0000,55.6976,0.1564,1.4911,1,-0.0730,0.0000
165617,106643970,13.0397,-0.9958,-1.3120,-1,0.0852,19.6748,22.7426,1.5170,1.8250,1,-0.0800,4.4786
165617,107448170,16.3426,-2.2290,-1.8049,-1,0.0538,8.9142,5.5399,1.4564,1.3261,1,-0.0538,12.7431
165617,106617185,17.2939,-1.2052,0.7373,1,-0.0290,0.6563,31.9684,0.2569,-2.2568,1,0.0337,2.6572
165617,107153936,45.9810,-1.8137,2.7810,1,-0.0607,0.0000,44.9232,-1.5120,-0.3743,-1,0.0634,4.4759
165617,108805258,41.8744,0.2645,-1.5754,1,0.0747,0.0000,47.9064,0.6622,1.6354,-1,-0.0781,0.0000
165617,108817206,48.0057,-1.3110,-2.4358,-1,0.0176,0.5586,39.2828,-0.6648,0.5759,1,-0.0080,0.0000
165617,108150955,52.3378,-0.0858,2.1212,1,-0.0851,4.5649,70.8117,-0.8929,-2.8739,-1,-0.0172,0.0000
165617,108885285,50.4386,-1.7835,-0.3610,-1,0.0624,0.0000,36.7675,-1.4107,2.4535,1,-0.0803,0.0000
165617,108422889,41.6645,-1.1847,-3.0803,-1,-0.0322,0.0000,40.3028,-0.2993,0.1071,1,0.0258,1.5288
165617,108829569,34.0058,-1.8940,2.6819,1,-0.0676,0.0000,50.4616,-0.6972,0.1785,-1,0.0251,0.0000
165617,108506151,19.7501,-1.3624,-3.1264,1,-0.0373,11.2991,17.4177,0.9450,0.0058,-1,0.0325,14.1610
165617,108935584,45.5439,-1.2323,2.8465,1,-0.0598,0.0000,30.1441,0.1411,-0.6075,-1,0.0757,0.0000
165617,109972750,54.9275,1.2417,-3.0753,-1,-0.0303,0.0000,37.2468,0.7102,-0.3644,1,0.0615,0.2029
165617,109878328,35.1285,-0.9260,1.3607,-1,-0.0683,0.2443,30.3769,0.7124,-1.7506,1,0.0683,2.3208
165617,109483350,41.5088,1.1993,-1.7464,-1,0.0713,0.5344,31.2159,-0.1526,1.5534,1,-0.0793,0.0000
165617,109605222,78.8514,-0.6640,-1.9699,1,0.0563,0.0000,40.7816,-0.2963,1.7966,-1,-0.0840,0.0000
165617,109908561,48.2754,0.8270,0.5941,-1,-0.0160,0.0000,32.7581,0.4783,-2.7552,1,-0.0010,1.6175
165617,109440059,43.5207,-2.0167,1.0701,-1,-0.0531,0.0000,44.7002,-1.6506,-2.1102,1,0.0476,0.0000
165617,109654027,39.7445,-0.9623,2.8095,1,-0.0650,7.5349,24.8923,0.0912,-0.3996,1,0.0620,27.6101
165617,110591371,41.2969,-0.5488,2.1448,1,-0.0860,0.0000,48.5767,-0.9191,-0.9292,-1,0.0843,0.0000
165617,109778413,32.7797,1.3863,2.0127,-1,-0.0889,0.0000,22.6371,-0.8970,-1.3305,1,0.0885,0.0000
165617,109726436,21.0282,-1.1691,2.0894,-1,-0.0825,0.6572,35.2298,0.7641,-1.6282,1,0.0727,0.0000
165617,109959807,40.0517,0.0201,-0.3101,-1,0.0553,0.0000,41.7347,-0.9162,3.0019,1,-0.0496,0.0000
165617,109695345,42.2103,1.2736,0.7252,-1,-0.0223,0.0000,43.2172,0.5090,-2.5442,1,0.0115,0.4266
165617,109396448,35.9781,-1.0173,1.3512,-1,-0.0737,0.0000,80.8275,-0.8708,-2.6436,1,0.0093,0.0000
165617,109883144,48.1832,-0.0843,-2.6707,1,0.0061,0.0000,45.3547,0.2285,-0.0722,-1,0.0406,0.0000
165617,111731241,37.3447,0.6392,2.9279,-1,-0.0502,0.0000,36.4931,-0.8537,-0.2408,1,0.0514,0.0000
165617,110773794,21.9087,-1.8859,1.4729,-1,-0.0675,0.0000,34.4991,0.4827,-2.2817,1,0.0320,0.0000
165617,112020371,51.4120,1.0714,-1.7746,-1,0.0671,0.4411,38.4980,0.4865,0.9496,1,-0.0388,0.0000
165617,111063250,51.5222,-1.2370,-1.0973,1,0.0861,0.0000,41.7078,-0.8923,1.8125,-1,-0.0836,0.0000
165617,111741102,22.3235,-1.3255,0.5480,1,-0.0122,0.0000,20.7125,1.4477,-2.5224,-1,0.0168,0.0000
165617,111726149,36.0542,-1.0772,2.3535,1,-0.0784,0.3897,33.3866,0.4778,-0.7077,-1,0.0758,0.1629
165617,111633989,29.5893,-2.1770,1.2026,-1,-0.0588,0.0000,28.6844,0.1650,-2.0325,1,0.0524,0.0000
165617,111081993,30.5294,-0.8684,1.2839,-1,-0.0644,0.0000,30.1767,0.9973,-1.7644,1,0.0686,0.7405
165617,111365401,39.8265,-0.8097,2.9360,-1,-0.0554,2.9167,37.7396,0.4422,-0.5848,1,0.0759,2.8845
165617,113625025,46.7520,-0.5717,-0.3394,1,0.0597,0.0000,44.8388,-0.8241,2.8244,-1,-0.0581,0.4803
165617,113715929,35.5514,1.8226,-2.9752,1,-0.0280,0.0000,32.6190,0.2415,-0.0120,-1,0.0396,0.0000
165617,113632012,44.0474,1.3532,-0.4869,1,0.0669,0.0000,45.6196,1.3279,2.5319,-1,-0.0740,0.0000
165617,113056855,26.1068,-1.0576,0.4603,-1,-0.0009,4.3753,82.5483,-0.2709,-2.7011,-1,-0.0033,0.0000
165617,112706242,32.7386,-1.3162,2.1088,-1,-0.0886,0.0000,41.1170,-0.6091,-1.2857,1,0.0879,0.0000
165617,113591298,24.0771,-2.1296,0.0043,1,0.0323,0.0000,20.9021,0.6105,-3.1310,-1,-0.0371,0.0000
165617,112414238,41.6524,-2.2588,2.2805,1,-0.0812,0.0000,49.1868,-1.3215,0.0749,-1,0.0325,1.1822
165617,113050907,29.5317,2.0753,1.0079,-1,-0.0424,0.0000,24.5676,-0.0848,-2.4145,1,0.0204,0.0000
165617,114540901,15.8630,-1.8621,-2.2799,-1,0.0328,0.0000,46.4816,0.3927,1.4705,1,-0.0721,0.0000
165617,114344424,13.8471,-1.4888,-2.8431,-1,-0.0144,0.0000,14.7322,2.0256,0.1697,1,0.0248,0.3753
165617,114570160,49.0051,-1.0261,-2.3438,-1,0.0285,0.0000,39.9855,-0.6970,0.7574,1,-0.0285,0.0000
165617,114205501,24.4904,1.6600,-1.0178,-1,0.0814,0.0000,26.6626,-0.7120,1.8459,1,-0.0777,0.2206
165617,114160791,142.0350,-0.4792,-0.9747,-1,0.0807,0.0000,45.8664,-0.5645,0.2527,1,0.0123,0.0000
165617,113949840,35.3066,-1.3452,-0.6873,-1,0.0758,0.0000,18.3228,0.3265,2.4425,1,-0.0664,13.3686
165617,114376850,33.1970,1.5264,1.1417,1,-0.0569,0.0000,47.0694,0.4048,-2.1736,-1,0.0410,4.2811
